row_id,target,branch_id,shape,status,family,category,raw_category,assigned_round,first_validated_date
442,libxml2,6193,i2s_vp__LW_,inconclusive,I2S-P,inconclusive,-,-,-
443,libxml2,6205,i2s_vp_W_WL,inconclusive,I2S-P,inconclusive,-,-,-
444,libxml2,6210,grimoire_structural_WL,inconclusive,GRIM-P,inconclusive,-,-,-
445,libxml2,6233,i2s_vp__LWL,inconclusive,I2S-P,inconclusive,-,-,-
446,libxml2,6268,i2s_vp_L_WL,validated,VP-P,vp_gradient_value_distance_closure,vp_gradient_value_distance_climb,0,2026-06-13
447,libxml2,6325,i2s_vp__W_L,inconclusive,VP-P,inconclusive,-,-,-
448,libxml2,6325,ngram_coverage_WL,validated,NGRAM-P,ngram_sequential_depth_reach,ngram_sequential_depth_reach,0,2026-06-13
449,libxml2,6343,i2s_vp_LWL_,inconclusive,I2S-A,inconclusive,-,-,-
450,libxml2,6359,i2s_vp_W_WL,inconclusive,I2S-P,inconclusive,-,-,-
451,libxml2,6359,ngram_coverage_WL,inconclusive,NGRAM-P,inconclusive,-,-,-
452,libxml2,6381,i2s_vp_WLWL,inconclusive,I2S-P,inconclusive,-,-,-
453,libxml2,6383,i2s_vp_W__L,validated,I2S-P,i2s_string_literal_substitution,i2s_relational_collision_gate,0,2026-06-14
454,libxml2,6402,i2s_vp_W__L,inconclusive,I2S-P,inconclusive,-,-,-
455,libxml2,6405,ctx_coverage_WL,inconclusive,CTX-P,inconclusive,-,-,-
456,libxml2,6405,i2s_vp_WWWL,inconclusive,I2S-P,inconclusive,-,-,-
457,libxml2,6405,i2s_vp_WWWL,inconclusive,VP-P,inconclusive,-,-,-
458,libxml2,6411,grimoire_structural_WL,inconclusive,GRIM-P,inconclusive,-,-,-
459,libxml2,6414,aflfast_rarity_LW,inconclusive,FAST-A,inconclusive,-,-,-
460,libxml2,6414,calibrated_energy_WL,inconclusive,CALI-P,inconclusive,-,-,-
461,libxml2,6414,grimoire_structural_WL,inconclusive,GRIM-P,inconclusive,-,-,-
462,libxml2,6414,i2s_vp_LLWL,inconclusive,VPC-P,inconclusive,-,-,-
463,libxml2,6429,i2s_vp__WWL,validated,VP-P,vp_gradient_assembly_depth,vp_cmpmap_iteration_depth_reach,2,2026-06-18
464,libxml2,6433,ctx_coverage_WL,validated,CTX-P,ctx_iteration_path_depth,iteration_path_depth_reach,0,2026-06-13
465,libxml2,6436,i2s_vp_LWWL,inconclusive,VP-P,inconclusive,-,-,-
466,libxml2,6461,i2s_vp__WWL,inconclusive,VP-P,inconclusive,-,-,-
467,libxml2,6466,i2s_vp_LWWL,validated,VP-P,vp_gradient_assembly_depth,vp_gradient_structural_depth,2,2026-06-18
468,libxml2,6467,ctx_coverage_WL,validated,CTX-P,ctx_iteration_path_depth,iteration_path_depth_reach,0,2026-06-13
469,libxml2,6467,i2s_vp__WWL,validated,VP-P,vp_gradient_assembly_depth,vp_cmpmap_iteration_depth_reach,0,2026-06-13
470,libxml2,6475,grimoire_structural_WL,inconclusive,GRIM-P,inconclusive,-,-,-
471,libxml2,6483,ctx_coverage_WL,inconclusive,CTX-P,inconclusive,-,-,-
472,libxml2,6576,ctx_coverage_LW,validated,CTX-A,ctx_inflation,ctx_depth_inflation_at_gate,0,2026-06-13
473,libxml2,6581,ctx_coverage_WL,inconclusive,CTX-P,inconclusive,-,-,-
474,libxml2,6597,ctx_coverage_WL,validated,CTX-P,ctx_iteration_path_depth,iteration_path_depth_reach,0,2026-06-13
475,libxml2,6597,grimoire_structural_LW,inconclusive,GRIM-A,inconclusive,-,-,-
476,libxml2,6597,i2s_vp_W_WL,inconclusive,I2S-P,inconclusive,-,-,-
477,libxml2,6605,ctx_coverage_LW,inconclusive,CTX-A,inconclusive,-,-,-
478,libxml2,6616,ctx_coverage_WL,inconclusive,CTX-P,inconclusive,-,-,-
479,libxml2,6621,i2s_vp_L_WL,validated,VP-P,vp_gradient_value_distance_closure,vp_gradient_value_distance_climb,0,2026-06-13
480,libxml2,6643,i2s_vp__LWL,inconclusive,I2S-P,inconclusive,-,-,-
481,libxml2,6649,grimoire_structural_WL,inconclusive,GRIM-P,inconclusive,-,-,-
482,libxml2,6649,i2s_vp_L_WL,inconclusive,VP-P,inconclusive,-,-,-
483,libxml2,6654,i2s_vp_L_WL,inconclusive,VP-P,inconclusive,-,-,-
484,libxml2,6655,i2s_vp__W_L,inconclusive,VP-P,inconclusive,-,-,-
485,libxml2,6663,i2s_vp_L_WL,validated,VP-P,vp_gradient_value_distance_closure,vp_gradient_value_distance_climb,0,2026-06-13
486,libxml2,6673,i2s_vp_L_WL,validated,VP-P,vp_gradient_assembly_depth,vp_gradient_structural_depth_assembly,2,2026-06-18
487,libxml2,6674,ctx_coverage_WL,validated,CTX-P,ctx_iteration_path_depth,iteration_path_depth_reach,0,2026-06-13
488,libxml2,6674,i2s_vp_W__L,validated,I2S-P,i2s_string_literal_substitution,i2s_relational_collision_gate,0,2026-06-13
489,libxml2,6687,i2s_vp_LWWL,inconclusive,VP-P,inconclusive,-,-,-
490,libxml2,6690,calibrated_energy_WL,inconclusive,CALI-P,inconclusive,-,-,-
491,libxml2,6690,i2s_vp_WWWL,inconclusive,I2S-P,inconclusive,-,-,-
492,libxml2,6690,i2s_vp_WWWL,inconclusive,VP-P,inconclusive,-,-,-
493,libxml2,6696,i2s_vp_L_WL,inconclusive,VP-P,inconclusive,-,-,-
494,libxml2,6719,i2s_vp_L_W_,inconclusive,VP-P,inconclusive,-,-,-
495,libxml2,6726,i2s_vp_L_WL,inconclusive,VP-P,inconclusive,-,-,-
496,libxml2,6740,i2s_vp__LWL,inconclusive,I2S-P,inconclusive,-,-,-
497,libxml2,6743,grimoire_structural_WL,validated,GRIM-P,grimoire_structural_assembly,structural_size_depth_only,0,2026-06-13
498,libxml2,6756,i2s_vp_LW_L,inconclusive,VP-P,inconclusive,-,-,-
499,libxml2,6785,i2s_vp_WW_L,inconclusive,I2S-P,inconclusive,-,-,-
500,libxml2,6785,i2s_vp_WW_L,inconclusive,VP-P,inconclusive,-,-,-
501,libxml2,6792,i2s_vp_LWW_,inconclusive,VP-P,inconclusive,-,-,-
502,libxml2,6800,i2s_vp_LWW_,inconclusive,VP-P,inconclusive,-,-,-
503,libxml2,6809,i2s_vp__LWL,inconclusive,I2S-P,inconclusive,-,-,-
504,libxml2,6818,i2s_vp_W__L,validated,I2S-P,i2s_string_literal_substitution,i2s_relational_collision_gate,0,2026-06-14
505,libxml2,6835,ngram_coverage_WL,validated,NGRAM-P,ngram_sequential_depth_reach,ngram_sequential_depth_reach,0,2026-06-13
506,libxml2,6837,i2s_vp_LWL_,validated,I2S-A,i2s_anti_structural_byte_corruption,vpc_anti_sibling_subtree_depth_diversion,2,2026-06-18
507,libxml2,6869,grimoire_structural_LW,inconclusive,GRIM-A,inconclusive,-,-,-
508,libxml2,6887,ctx_coverage_WL,inconclusive,CTX-P,inconclusive,-,-,-
509,libxml2,6887,ngram_coverage_WL,inconclusive,NGRAM-P,inconclusive,-,-,-
510,libxml2,6909,i2s_vp_W_WL,validated,I2S-P,i2s_string_literal_substitution,i2s_structural_assembly_depth,2,2026-06-18
511,libxml2,6910,i2s_vp_WLW_,inconclusive,I2S-P,inconclusive,-,-,-
512,libxml2,6924,ctx_coverage_WL,inconclusive,CTX-P,inconclusive,-,-,-
513,libxml2,6924,grimoire_structural_WL,validated,GRIM-P,grimoire_structural_assembly,structural_token_assembly,0,2026-06-13
514,libxml2,6924,i2s_vp_LWWL,validated,VP-P,vp_gradient_assembly_depth,vp_gradient_structural_depth,0,2026-06-13
515,libxml2,6925,ctx_coverage_WL,inconclusive,CTX-P,inconclusive,-,-,-
516,libxml2,6925,grimoire_structural_WL,validated,GRIM-P,grimoire_structural_assembly,structural_token_assembly,0,2026-06-13
517,libxml2,6925,i2s_vp_LWWL,validated,VP-P,vp_gradient_assembly_depth,vp_gradient_structural_depth,0,2026-06-13
518,libxml2,6926,ctx_coverage_WL,inconclusive,CTX-P,inconclusive,-,-,-
519,libxml2,6926,grimoire_structural_WL,validated,GRIM-P,grimoire_structural_assembly,structural_token_assembly,0,2026-06-13
520,libxml2,6926,i2s_vp_LWWL,validated,VP-P,vp_gradient_assembly_depth,vp_gradient_structural_depth,0,2026-06-13
521,libxml2,6929,i2s_vp__LWL,inconclusive,I2S-P,inconclusive,-,-,-
522,libxml2,6930,i2s_vp_W_WL,inconclusive,I2S-P,inconclusive,-,-,-
523,libxml2,6936,i2s_vp__LWL,inconclusive,I2S-P,inconclusive,-,-,-
524,libxml2,6939,ngram_coverage_LW,inconclusive,NGRAM-A,inconclusive,-,-,-
525,libxml2,6946,i2s_vp_W_WL,inconclusive,I2S-P,inconclusive,-,-,-
526,libxml2,6948,ctx_coverage_WL,inconclusive,CTX-P,inconclusive,-,-,-
527,libxml2,6948,grimoire_structural_WL,validated,GRIM-P,grimoire_structural_assembly,structural_token_assembly,0,2026-06-13
528,libxml2,6948,i2s_vp_LWWL,validated,VP-P,vp_gradient_assembly_depth,vp_gradient_structural_depth,0,2026-06-13
529,libxml2,6950,grimoire_structural_WL,validated,GRIM-P,grimoire_structural_assembly,structural_token_assembly,0,2026-06-13
530,libxml2,6967,i2s_vp_WWWL,validated,VP-P,vp_gradient_value_distance_closure,cmp_gradient_closes_to_operand,1,2026-06-18
531,libxml2,6976,i2s_vp_W_WL,inconclusive,I2S-P,inconclusive,-,-,-
532,libxml2,6985,grimoire_structural_WL,inconclusive,GRIM-P,inconclusive,-,-,-
533,libxml2,7018,grimoire_structural_WL,inconclusive,GRIM-P,inconclusive,-,-,-
534,libxml2,7022,grimoire_structural_WL,inconclusive,GRIM-P,inconclusive,-,-,-
535,libxml2,7038,i2s_vp_W_WL,validated,I2S-P,i2s_numeric_tag_substitution,i2s_fixed_offset_literal_substitution,0,2026-06-13
536,libxml2,7040,grimoire_structural_WL,inconclusive,GRIM-P,inconclusive,-,-,-
537,libxml2,7069,grimoire_structural_WL,inconclusive,GRIM-P,inconclusive,-,-,-
538,libxml2,7069,i2s_vp_LWW_,inconclusive,VP-P,inconclusive,-,-,-
539,libxml2,7099,grimoire_structural_WL,inconclusive,GRIM-P,inconclusive,-,-,-
540,libxml2,7101,grimoire_structural_WL,inconclusive,GRIM-P,inconclusive,-,-,-
541,libxml2,7105,grimoire_structural_WL,inconclusive,GRIM-P,inconclusive,-,-,-
542,libxml2,7107,grimoire_structural_WL,inconclusive,GRIM-P,inconclusive,-,-,-
543,libxml2,7123,grimoire_structural_WL,inconclusive,GRIM-P,inconclusive,-,-,-
544,libxml2,7126,calibrated_energy_WL,inconclusive,CALI-P,inconclusive,-,-,-
545,libxml2,7138,grimoire_structural_WL,inconclusive,GRIM-P,inconclusive,-,-,-
546,libxml2,7138,i2s_vp_LWW_,inconclusive,VP-P,inconclusive,-,-,-
547,libxml2,7143,grimoire_structural_WL,inconclusive,GRIM-P,inconclusive,-,-,-
548,libxml2,7143,i2s_vp_LWWL,inconclusive,VP-P,inconclusive,-,-,-
549,libxml2,7146,aflfast_rarity_LW,inconclusive,FAST-A,inconclusive,-,-,-
550,libxml2,7147,grimoire_structural_WL,validated,GRIM-P,grimoire_structural_assembly,structural_token_assembly,0,2026-06-13
551,libxml2,7161,grimoire_structural_WL,inconclusive,GRIM-P,inconclusive,-,-,-
552,libxml2,7249,i2s_vp__LWL,inconclusive,I2S-P,inconclusive,-,-,-
553,libxml2,7250,i2s_vp_W_WL,inconclusive,I2S-P,inconclusive,-,-,-
554,libxml2,7268,grimoire_structural_WL,inconclusive,GRIM-P,inconclusive,-,-,-
555,libxml2,7287,i2s_vp_W_WL,validated,I2S-P,i2s_string_literal_substitution,i2s_structural_assembly_depth,2,2026-06-18
556,libxml2,7288,grimoire_structural_WL,inconclusive,GRIM-P,inconclusive,-,-,-
557,libxml2,7294,grimoire_structural_WL,inconclusive,GRIM-P,inconclusive,-,-,-
558,libxml2,7296,i2s_vp_LLW_,inconclusive,VPC-P,inconclusive,-,-,-
559,libxml2,7311,i2s_vp_LLW_,inconclusive,VPC-P,inconclusive,-,-,-
560,libxml2,7317,grimoire_structural_WL,inconclusive,GRIM-P,inconclusive,-,-,-
561,libxml2,7317,i2s_vp_LWWL,inconclusive,VP-P,inconclusive,-,-,-
562,libxml2,7326,i2s_vp_LLWL,validated,VPC-P,joint_value_distance_closure,joint_value_gradient_closure,1,2026-06-18
563,libxml2,7327,grimoire_structural_WL,validated,GRIM-P,grimoire_structural_assembly,structural_token_assembly,0,2026-06-13
564,libxml2,7352,i2s_vp_L_WL,inconclusive,VP-P,inconclusive,-,-,-
565,libxml2,7451,i2s_vp_L_WL,inconclusive,VP-P,inconclusive,-,-,-
566,libxml2,7459,i2s_vp_L_WL,inconclusive,VP-P,inconclusive,-,-,-
567,libxml2,7476,ctx_coverage_WL,inconclusive,CTX-P,inconclusive,-,-,-
568,libxml2,7783,ctx_coverage_WL,inconclusive,CTX-P,inconclusive,-,-,-
569,libxml2,8100,i2s_vp_L_W_,inconclusive,VP-P,inconclusive,-,-,-
570,libxml2,8138,i2s_vp__LW_,inconclusive,I2S-P,inconclusive,-,-,-
571,libxml2,8161,i2s_vp_LLWL,inconclusive,VPC-P,inconclusive,-,-,-
572,libxml2,8363,grimoire_structural_WL,inconclusive,GRIM-P,inconclusive,-,-,-
573,libxml2,8556,grimoire_structural_WL,inconclusive,GRIM-P,inconclusive,-,-,-
574,libxml2,8567,grimoire_structural_WL,inconclusive,GRIM-P,inconclusive,-,-,-
575,libxml2,8630,ctx_coverage_WL,inconclusive,CTX-P,inconclusive,-,-,-
576,libxml2,9361,i2s_vp_LLW_,inconclusive,VPC-P,inconclusive,-,-,-
577,libxml2,9435,i2s_vp__LW_,inconclusive,I2S-P,inconclusive,-,-,-
578,libxml2,9784,grimoire_structural_WL,inconclusive,GRIM-P,inconclusive,-,-,-
579,libxml2,9841,i2s_vp_L_W_,validated,VP-P,vp_gradient_assembly_depth,vp_corpus_drives_sanitize_loop_deeper,2,2026-06-18
580,libxml2,12282,ctx_coverage_WL,inconclusive,CTX-P,inconclusive,-,-,-
581,libxml2,13869,grimoire_structural_WL,inconclusive,GRIM-P,inconclusive,-,-,-
582,libxml2,15063,grimoire_structural_WL,inconclusive,GRIM-P,inconclusive,-,-,-
583,openthread,13300,i2s_vp_LWLW,inconclusive,I2S-A,inconclusive,-,-,-
584,openthread,13302,i2s_vp_LWLW,inconclusive,I2S-A,inconclusive,-,-,-
585,openthread,13311,i2s_vp_W_WL,validated,I2S-P,i2s_string_literal_substitution,i2s_fixed_offset_literal_substitution,0,2026-06-12
586,openthread,13313,i2s_vp_W_WL,validated,I2S-P,i2s_numeric_tag_substitution,i2s_fixed_offset_literal_substitution,0,2026-06-12
587,openthread,13320,i2s_vp_W_WL,validated,I2S-P,i2s_numeric_tag_substitution,i2s_fixed_offset_literal_substitution,0,2026-06-12
588,openthread,13321,i2s_vp_W_WL,validated,I2S-P,i2s_numeric_tag_substitution,i2s_fixed_offset_literal_substitution,0,2026-06-12
589,openthread,13326,i2s_vp_W_WL,validated,I2S-P,i2s_numeric_tag_substitution,i2s_fixed_offset_literal_substitution,0,2026-06-12
590,openthread,13333,i2s_vp_W_WL,validated,I2S-P,i2s_numeric_tag_substitution,i2s_fixed_offset_literal_substitution,0,2026-06-12
591,openthread,13335,i2s_vp_W_WL,validated,I2S-P,i2s_string_literal_substitution,i2s_fixed_offset_literal_substitution,0,2026-06-12
592,openthread,13337,i2s_vp_W_WL,validated,I2S-P,i2s_string_literal_substitution,i2s_fixed_offset_literal_substitution,0,2026-06-12
593,openthread,13349,i2s_vp_LW_W,validated,I2S-A,i2s_anti_target_depletion,i2s_decoy_substitution_target_depletion,0,2026-06-12
594,openthread,13380,i2s_vp_WLWL,validated,I2S-P,i2s_string_literal_substitution,i2s_fixed_offset_literal_value_gate,0,2026-06-12
595,openthread,13389,i2s_vp_W_WL,validated,I2S-P,i2s_numeric_tag_substitution,i2s_fixed_offset_literal_substitution,0,2026-06-12
596,openthread,13390,i2s_vp_W_WL,validated,I2S-P,i2s_numeric_tag_substitution,i2s_fixed_offset_literal_substitution,0,2026-06-12
597,openthread,13391,i2s_vp_LW_W,validated,I2S-A,i2s_anti_target_depletion,i2s_decoy_substitution_target_depletion,0,2026-06-12
598,sqlite3,14163,i2s_vp_LWLL,validated,VP-P,vp_gradient_value_distance_closure,vp_gradient_distance_climb,0,2026-06-12
599,sqlite3,14233,i2s_vp_L_WL,validated,VP-P,vp_gradient_value_distance_closure,vp_gradient_value_distance_climb,0,2026-06-12
600,sqlite3,14408,i2s_vp__WWL,validated,VP-P,vp_gradient_value_distance_closure,vp_cmpmap_distance_closure_fixed_operand,0,2026-06-12
601,sqlite3,14437,i2s_vp_LWWL,validated,VP-P,vp_gradient_value_distance_closure,vp_gradient_scalar_operand_distance,0,2026-06-12
602,sqlite3,14438,i2s_vp_LW_L,validated,VP-P,vp_gradient_assembly_depth,vp_drives_parser_depth_into_structured_true_side,0,2026-06-12
603,sqlite3,14451,calibrated_energy_WL,inconclusive,CALI-P,inconclusive,-,-,-
604,sqlite3,14451,i2s_vp_WWWL,validated,VP-P,vp_gradient_value_distance_closure,cmp_gradient_closes_to_operand,1,2026-06-18
605,sqlite3,14452,i2s_vp_LWLL,validated,VP-P,vp_gradient_assembly_depth,vp_drives_gate_deeper_per_seed,2,2026-06-18
606,sqlite3,14475,i2s_vp_LWWL,inconclusive,VP-P,inconclusive,-,-,-
607,sqlite3,14479,i2s_vp_LWWL,inconclusive,VP-P,inconclusive,-,-,-
608,sqlite3,14493,i2s_vp_LWW_,inconclusive,VP-P,inconclusive,-,-,-
609,sqlite3,14503,i2s_vp__WWL,validated,VP-P,vp_gradient_assembly_depth,vp_admits_token_dense_corpus,1,2026-06-18
610,sqlite3,14518,i2s_vp_LWLL,validated,VP-P,vp_gradient_assembly_depth,vp_drives_gate_deeper_per_seed,2,2026-06-18
611,sqlite3,14520,calibrated_energy_WL,inconclusive,CALI-P,inconclusive,-,-,-
612,sqlite3,14535,ctx_coverage_WL,inconclusive,CTX-P,inconclusive,-,-,-
613,sqlite3,14549,i2s_vp_W_WL,validated,I2S-P,i2s_string_literal_substitution,i2s_fixed_offset_literal_substitution,0,2026-06-14
614,sqlite3,14563,calibrated_energy_WL,inconclusive,CALI-P,inconclusive,-,-,-
615,sqlite3,14563,i2s_vp_WW_L,inconclusive,I2S-P,inconclusive,-,-,-
616,sqlite3,14563,i2s_vp_WW_L,inconclusive,VP-P,inconclusive,-,-,-
617,sqlite3,14577,i2s_vp_LWLL,inconclusive,I2S-A,inconclusive,-,-,-
618,sqlite3,14577,i2s_vp_LWLL,inconclusive,VP-P,inconclusive,-,-,-
619,sqlite3,14588,i2s_vp__WWL,validated,VP-P,vp_gradient_assembly_depth,vp_admits_token_dense_corpus,1,2026-06-18
620,sqlite3,14589,i2s_vp_LWWL,inconclusive,VP-P,inconclusive,-,-,-
621,sqlite3,14623,i2s_vp_LWWL,inconclusive,VP-P,inconclusive,-,-,-
622,sqlite3,14658,i2s_vp__WWL,validated,VP-P,vp_gradient_assembly_depth,vp_admits_token_dense_corpus,1,2026-06-18
623,sqlite3,14675,i2s_vp_LWWL,inconclusive,VP-P,inconclusive,-,-,-
624,sqlite3,14745,ctx_coverage_WL,inconclusive,CTX-P,inconclusive,-,-,-
625,sqlite3,14745,i2s_vp__WWL,validated,VP-P,vp_gradient_assembly_depth,vp_admits_larger_valid_structure,1,2026-06-18
626,sqlite3,14748,mopt_mutation_LW,inconclusive,MOPT-A,inconclusive,-,-,-
627,sqlite3,14762,ctx_coverage_WL,inconclusive,CTX-P,inconclusive,-,-,-
628,sqlite3,14765,i2s_vp_LWWL,inconclusive,VP-P,inconclusive,-,-,-
629,sqlite3,14777,i2s_vp_LW_L,inconclusive,VP-P,inconclusive,-,-,-
630,sqlite3,14786,i2s_vp_L_WL,validated,VP-P,vp_gradient_value_distance_closure,vp_gradient_value_distance_climb,0,2026-06-12
631,sqlite3,14791,i2s_vp_W__L,validated,I2S-P,i2s_string_literal_substitution,i2s_literal_substitution_gate,0,2026-06-14
632,sqlite3,14793,i2s_vp__W_L,inconclusive,VP-P,inconclusive,-,-,-
633,sqlite3,15242,i2s_vp_LW_L,validated,VP-P,vp_gradient_value_distance_closure,vp_climbs_numeric_magnitude_to_threshold,0,2026-06-12
634,sqlite3,15434,ctx_coverage_WL,inconclusive,CTX-P,inconclusive,-,-,-
635,sqlite3,15515,i2s_vp_LW_L,validated,VP-P,vp_gradient_value_distance_closure,vp_enriches_fixed_offset_fourcc_operand,0,2026-06-12
636,sqlite3,16001,i2s_vp_LLW_,validated,VPC-P,joint_value_distance_closure,joint_value_precision,0,2026-06-12
637,sqlite3,16016,i2s_vp_LLW_,validated,VPC-P,joint_value_distance_closure,joint_value_precision,0,2026-06-12
638,sqlite3,16022,i2s_vp_LLW_,validated,VPC-P,joint_value_distance_closure,joint_value_precision,0,2026-06-12
639,sqlite3,16118,i2s_vp_LLW_,validated,VPC-P,joint_value_distance_closure,joint_value_precision,0,2026-06-12
